Filename,Identifier,IE_krr,IE_exp
17230-88-5,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,45.8042479798,nan
583-08-4,OC(=O)CNC(=O)c1cccnc1,29.262144194,nan
19771-63-2,OC(=O)[C@@H]1CSC(=O)N1,32.2553558443,nan
68399-79-1,CC(C)(CO)NCC(O)C[S](O)(=O)=O,12.0554174059,nan
5725-91-7,CCOc1ccc2N=C3C=CC(=O)C=C3Oc2c1,60.1486146287,nan
85872-53-3,CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)c3ccccc3,25.1827946003,nan
923-32-0,NC(CSSCC(N)C(O)=O)C(O)=O,21.6815521595,nan
2480-28-6,CN[C@@H](CCCN=C(N)N)C(O)=O,-21.3827830355,nan
62935-72-2,COc1ccc2C(=CC(=O)Oc2c1)CC(O)=O,70.0249054237,nan
19327-39-0,CCCCCCCCOCCOCCOCCOCCO,23.0971441769,nan
76721-89-6,OC(=O)CNC(=O)C(CS)Cc1ccccc1,47.6201616485,nan
19130-96-2,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,3.6834188799,nan
61-68-7,Cc1cccc(Nc2ccccc2C(O)=O)c1C,50.4686949273,nan
3226-65-1,C[S](=O)CC[C@H](N)C(O)=O,18.3273185787,nan
42924-53-8,COc1ccc2cc(CCC(C)=O)ccc2c1,58.3459375644,nan
76824-35-6,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,25.6176313745,nan
37762-06-4,CCCOc1ccccc1C2=NC(=O)C3=NNNC3=N2,44.9039308321,nan
115066-14-3,[O-][N+](=O)c1cc2NC(=O)C(=O)Nc2cc1C#N,63.7441518448,nan
103745-39-7,O=[S](=O)(N1CCCNCC1)c2cccc3cnccc23,22.820191982,nan
3083-77-0,OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,28.9101700622,nan
924-49-2,[NH3+]C[C@@H](O)CC([O-])=O,12.3933776809,nan
101574-65-6,CC(C)c1ccc(cc1)\C=N\NC(=O)c2ccc(O)cc2,44.0065389384,nan
95167-41-2,CCN(CC)c1ccc(cc1)\C=N/NC(=O)c2ccc(O)cc2,27.3366979575,nan
838-07-3,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N=C1N,24.1523973543,nan
16051-77-7,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,58.0634450549,nan
484-11-7,Cc1ccc2ccc3ccc(C)nc3c2n1,43.3848510658,nan
153559-49-0,Cc1cc2c(cc1C(=C)c3ccc(cc3)C(O)=O)C(C)(C)CCC2(C)C,48.0493805047,nan
3843-74-1,COC(=O)/C=C/c1ccc(O)c(O)c1,60.7882382039,nan
958-09-8,Nc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,21.1509629277,nan
77086-22-7,C[C@]12N[C@H](Cc3ccccc13)c4ccccc24.OC(=O)\C=C/C(O)=O,56.9898324875,nan
5608-24-2,OCC1(CO)N2CCC(CC2)C1=O,1.3646628901,nan
550-24-3,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,55.135347639,nan
692-04-6,CC(=O)NCCCCC(N)C(O)=O,6.3697707904,nan
4546-70-7,Nc1nc(N)c2ncn(C3CC(O)C(CO)O3)c2n1,22.5315605995,nan
72669-53-5,CC1=CC(=O)Oc2cc(NC(=O)CC[C@H]([NH3+])C([O-])=O)ccc12,52.6674467629,nan
52450-18-7,CC1=CN([C@H]2C[C@H](N)[C@@H](CO)O2)C(=O)NC1=O,14.5573389069,nan
1742-95-6,Nc1ccc2C(=O)NC(=O)c3cccc1c23,65.8231162237,nan
13401-38-2,Cc1cnc2C(=O)NC(=O)Nc2n1,17.4959099235,nan
133812-16-5,C/C=C/C(=O)N1C(COC1=O)Cc2ccccc2,41.8794599538,nan
167869-21-8,COc1cccc(c1N)C2=CC(=O)c3ccccc3O2,64.0404884172,nan
34071-95-9,Oc1ccc(CCC(=O)ON2C(=O)CCC2=O)cc1,49.0597679353,nan
86925-97-5,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C=O,4.926449228,nan
17397-89-6,C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,39.3188699648,nan
4097-22-7,Nc1ncnc2n(cnc12)[C@H]3CC[C@@H](CO)O3,17.4856924138,nan
60966-26-9,NC1C(O)C(CO)OC1n2cnc3C(=O)N=C(N)Nc23,16.6185264931,nan
21438-66-4,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc2ccc3ccccc3c2,39.7211136387,nan
71835-85-3,COc1cc(ccc1O)/C=C/C(=O)OCCc2ccccc2,59.3517982674,nan
69655-05-6,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23,21.6183451451,nan
98516-76-8,CC1=CC(=O)Oc2cc(NC(=O)[C@@H](N)CCC(O)=O)ccc12,53.4402173252,nan
74341-63-2,CC1=C(CC(N)C(O)=O)C(=O)NO1,30.8529441852,nan
2140-76-3,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N2C=CC(=O)NC2=O,31.327333606,nan
1576-37-0,Cc1ccc(cc1)[S](=O)(=O)NCc2ccccc2,54.0567259882,nan
452-06-2,Nc1ncc2[nH]cnc2n1,6.6251613874,nan
3682-14-2,Nc1ccc2C(=O)NNC(=O)c2c1,46.8340673216,nan
2140-79-6,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3c(N)ncnc23,24.871958354,nan
66638-22-0,CC(=O)OCC(N)C(O)=O,18.7241901433,nan
66447-31-2,CC(C)C[C@H](N)C(=O)Nc1ccc2C(=CC(=O)Oc2c1)C,40.2182774662,nan
2002-35-9,CNc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,10.0442276784,nan
54135-60-3,O=C1CCCC(=O)C1CC2C(=O)CCCC2=O,46.3487923007,nan
5536-17-4,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,25.6899857641,nan
7403-25-0,N[C@H]1C[C@@H](O[C@@H]1CO)n2cnc3c(N)ncnc23,8.6423692776,nan
2883-98-9,COc1cc(OC)c(\C=C/C)cc1OC,37.3224203368,nan
68550-75-4,CN(C1CCCCC1)C(=O)CCCOc2ccc3NC(=O)C=Cc3c2,31.2737200932,nan
2922-41-0,NC(Cc1ccc(N)cc1)C(O)=O,32.3767654103,nan
4311-88-0,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S,35.0982004925,nan
469-83-0,C[C@@]12CCc3occc3[C@H]1CC[C@@]45C[C@@H](CC[C@@H]24)[C@@](O)(CO)C5,36.959763722,nan
75763-51-8,N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3C(=O)N=CNc23,16.5653304326,nan
213261-59-7,OCc1sc(cc1)c2oc(cc2)c3sc(CO)cc3,68.105135443,nan
63968-64-9,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,42.0070469775,nan
84088-42-6,CN(c1ccccc1)C(=O)C2=C(O)N(C)c3ccccc3C2=O,38.6373587567,nan
99896-85-2,N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(O)=O,3.2646295757,nan
2140-72-9,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N2C=CC(=NC2=O)N,27.137475913,nan
7057-27-4,OC[C@@H]1C[C@@H](O)[C@@H](O1)N2C=CC(=O)NC2=O,25.0725563595,nan
10414-81-0,NC1C(O)C(CO)OC1n2cnc3c(N)ncnc23,9.7197060581,nan
28836-03-5,[NH4+].[O-][S](=O)(=O)c1cccc2cccc(Nc3ccccc3)c12,68.5911577497,nan
112522-64-2,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,39.1701254388,nan
88192-19-2,NCCCN=[N+]=[N-],0.6009168242,nan
3416-05-5,CC1=CN([C@H]2CC[C@@H](CO)O2)C(=O)NC1=O,23.810980434,nan
2140-71-8,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3C(=O)N=C(N)Nc23,30.2088456429,nan
13089-48-0,OCC1OC(C(O)C1O)N2C=CC(=NC2=O)NC(=O)c3ccccc3,45.5503281557,nan
88321-09-9,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,14.5577311919,nan
83643-88-3,CC1=C(C[C@H](N)C(O)=O)C(=O)NO1,31.1267866873,nan
69984-73-2,CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,33.1050088237,nan
10357-27-4,OC[C@H]1OC(Oc2ccc(cc2)[N+]([O-])=O)[C@@H](O)[C@@H](O)[C@@H]1O,56.1672238282,nan
80154-34-3,OC[C@@H]1O[C@H](Oc2ccccc2C=O)[C@@H](O)[C@H](O)[C@H]1O,54.7711108329,nan
7360-09-0,NC(Cc1c[nH]c2ccccc12)C(=O)NCC(O)=O,30.125368168,nan
59122-55-3,CCCCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,36.6050693049,nan
55268-74-1,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,25.0167288767,nan
17682-70-1,CC1(C)OCC2OC3(CO)OC(C)(C)OC3C2O1,32.6810861901,nan
4084-27-9,OC[C@@H](O)[C@@H](O)CC(=O)C=O,41.7498718805,nan
14933-08-5,CCCCCCCCCCCC[N+](C)(C)CCC[S]([O-])(=O)=O,18.074156661,nan
2447-57-6,COc1ncnc(N[S](=O)(=O)c2ccc(N)cc2)c1OC,43.6828353416,nan
91510-62-2,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C([O-])=O,56.2145661972,nan
4099-85-8,COC1OC(CO)C2OC(C)(C)OC12,29.9655547524,nan
58-60-6,CN(C)c1ncnc2n(cnc12)C3OC(CO)C(N)C3O,-7.9995902718,nan
14131-84-1,CC1(C)OCC(O1)C2OC(O)C3OC(C)(C)OC23,29.3556229007,nan
13100-46-4,CC(=O)OC1OC(CO)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,48.5706639719,nan
63-42-3,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,41.3892522345,nan
91-09-8,CO[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,28.1362037968,nan
6032-32-2,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,45.7799025511,nan
58846-77-8,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,31.6635742607,nan
30725-00-9,CC1(C)OC2C(CO)OC(=O)C2O1,43.108613723,nan
20881-04-3,CC1(C)OC[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1,32.0207916042,nan
7473-45-2,COC1OC(CO)C(O)C1O,32.1965617665,nan
115457-83-5,CCCCCCCNC(=O)OC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]1O,28.8484834699,nan
20880-92-6,CC1(C)OC2COC3(CO)OC(C)(C)OC3C2O1,30.8170364753,nan
723-46-6,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,54.1684267645,nan
536-33-4,CCc1cc(ccn1)C(N)=S,38.4772103057,nan
13224-99-2,CC1OCC2OC(O)C(O)C(O)C2O1,40.3782637557,nan
72599-27-0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,8.1670026212,nan
4049-34-7,CC(=O)OC1COC(OC(C)=O)C(OC(C)=O)C1OC(C)=O,50.3561687744,nan
51707-55-2,O=C(Nc1snnc1)Nc2ccccc2,35.4281825171,nan
147837-52-3,CC(C)[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C=O,12.4807639521,nan
612-05-5,COC1OCC(O)C(O)C1O,29.3470564307,nan
1220-83-3,COc1cc(N[S](=O)(=O)c2ccc(N)cc2)ncn1,42.3900577768,nan
554-91-6,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,43.9246530728,nan
32887-01-7,CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(O)=O,7.0587783801,nan
632-51-9,c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)c4ccccc4,49.1574621122,nan
15988-11-1,O=C1NNC(=O)N1c2ccccc2,33.2080309337,nan
936-52-7,C1CC=C(C1)N2CCOCC2,-0.338538238,nan
1864-94-4,O=COc1ccccc1,58.5072986604,nan
1865-01-6,[O-][N+](=O)c1ccc(OC=O)cc1,73.3879161807,nan
3693-53-6,CCOC(=O)NCNC(=O)OCC,0.0603482563,nan
103-94-6,OC(=O)C(=O)Nc1ccc(cc1)[N+]([O-])=O,69.8260351003,nan
4408-60-0,Cc1cc(C)c(CC(O)=O)c(C)c1,45.1528846304,nan
25581-41-3,CC1(C)OC2COC(=O)C2O1,39.9180871657,nan
1464-44-4,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,46.0470640268,nan
60984-57-8,C=CC(=O)NCCSSCCNC(=O)C=C,12.0250597865,nan
4098-06-0,CC(=O)OCC1OC=CC(OC(C)=O)C1OC(C)=O,45.7438844684,nan
34819-86-8,CC1OC=CC(OC(C)=O)C1OC(C)=O,41.8441096113,nan
67776-06-1,CC(=O)N[C@H](C([O-])=O)C(C)(C)SN=O,26.8591365479,nan
129-56-6,O=C1c2ccccc2c3n[nH]c4cccc1c34,73.3615418561,nan
28874-45-5,C[C@@]1([C@H]2CC[C@H](O2)[C@@]1(C)C(O)=O)C(O)=O,41.6371660004,nan
123653-11-2,C[S](=O)(=O)Nc1ccc(cc1OC2CCCCC2)[N+]([O-])=O,52.7487126718,nan
54857-86-2,CCCCCCCCCCCCCCOc1oc(cc1)C(O)=O,50.4441134824,nan
122520-86-9,N/C(S)=C(/C=C/1C=CC(=O)C(=C1)O)C#N,69.7557799813,nan
5466-89-7,CC(C)C(=O)c1ccc(O)c(O)c1,45.9167513218,nan
544-31-0,CCCCCCCCCCCCCCCC(=O)NCCO,25.5012135692,nan
28166-41-8,OC(=O)/C(=C/c1ccc(O)cc1)C#N,64.2853523201,nan
1116-98-9,CC(C)(C)OC(=O)CC#N,19.4310605727,nan
3383-21-9,CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C,28.9909913722,nan
1199-01-5,O=C1CN=C(O1)c2ccccc2,52.3270388625,nan
1878-81-5,CC(=O)c1ccc(OCC(O)=O)cc1,63.6999794237,nan
36805-97-7,C[NH+](C)C(OC(C)(C)C)OC(C)(C)C,-26.5981143729,nan
6175-23-1,CCCCCC(=O)CC(C)=O,30.6868019147,nan
6304-33-2,N#CC(c1ccccc1)=C(c2ccccc2)c3ccccc3,49.2473740902,nan
6954-55-8,OC(=O)c1cccc2Cc3ccccc3c12,72.087199172,nan
7356-41-4,Cc1ccc(C)c(OCC(O)=O)c1,51.736050466,nan
34671-83-5,c1cnc(nc1)c2ncccn2,7.612371547,nan
2113-58-8,[O-][N+](=O)c1cccc(c1)c2ccccc2,69.2895485248,nan
613-37-6,COc1ccc(cc1)c2ccccc2,55.1411858182,nan
621-54-5,OC(=O)CCc1cccc(O)c1,51.2057298057,nan
1138-15-4,O=C(\C=C\c1ccccc1)n2ccnc2,38.0325808807,nan
54716-02-8,CCOC(=O)\C=C(/C)N1CCCC1,4.883107264,nan
6841-96-9,CC(C)(C)N=O,-16.6417403386,nan
720-44-5,COc1ccc(cc1)C(O)c2ccccc2,52.6004024823,nan
539-80-0,O=C1C=CC=CC=C1,46.720415196,nan
49761-82-2,CC(C)(C)OC(=O)n1ccnc1,2.7817534302,nan
33577-16-1,CSC[S](C)=O,18.2338258795,nan
23853-33-0,OCSC(=O)c1ccccc1,59.9834164009,nan
18912-37-3,COc1ccc(COC(=O)NN)cc1,38.4814109587,nan
5292-53-5,CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,54.658509052,nan
635-12-1,O=C1C=CC(=O)c2cc3ccccc3cc12,79.449349324,nan
22236-45-9,Cc1ccc(cc1)[S](=O)(=O)N=[S](C)(C)=O,52.7544498005,nan
87-24-1,CCOC(=O)c1ccccc1C,48.8676737267,nan
4335-90-4,CC(=O)C(=Cc1ccccc1)C(C)=O,51.7668496522,nan
6006-65-1,CCCOC(OCCC)[NH+](C)C,-23.0235653169,nan
4166-67-0,CCNC(=O)\C=C/C(O)=O,24.7103579325,nan
20462-00-4,CCOC(=O)C1SCCCS1,40.5718028685,nan
7658-80-2,Cc1ccccc1C(=O)NN,34.8820783693,nan
1016-58-6,COc1cc(CO)c(cc1OC)[N+]([O-])=O,56.728676942,nan
836-30-6,[O-][N+](=O)c1ccc(Nc2ccccc2)cc1,53.4594029256,nan
88210-96-2,COc1cc2[nH]c(cc2cc1OC)C(O)=O,57.0121366672,nan
24985-85-1,CCOC(=O)c1[nH]c2ccc(O)cc2c1,53.7809231317,nan
1199-77-5,C\C(=C/c1ccccc1)C(O)=O,51.0820148862,nan
23141-61-9,Cc1ccc2ncccc2c1[N+]([O-])=O,61.9103925239,nan
4179-19-5,COc1cc(C)cc(OC)c1,36.98419659,nan
4414-88-4,N#CCc1[nH]c2ccccc2n1,28.9161527188,nan
117-12-4,Oc1cccc2C(=O)c3c(O)cccc3C(=O)c12,80.5159937306,nan
2309-48-0,O=C(/C=C/c1sccc1)c2sccc2,76.4092701787,nan
6142-95-6,CCOC(OCC)C#Cc1ccccc1,43.2740365505,nan
2475-44-7,CNc1ccc(NC)c2C(=O)c3ccccc3C(=O)c12,49.0223528928,nan
1540-29-0,CCCCC(C(C)=O)C(=O)OCC,29.34446961,nan
1788-31-4,ON=C(Cc1ccccc1)Cc2ccccc2,46.1062140294,nan
622-46-8,NC(=O)Oc1ccccc1,47.884535213,nan
51980-54-2,O=Cc1ccc(cc1)N2CCCC2,28.223610648,nan
1121-89-7,O=C1CCCC(=O)N1,18.079251391,nan
1552-94-9,OC(=O)/C=C/C=C/c1ccccc1,65.0417462865,nan
24447-99-2,CNc1ccc(cc1)[S](O)(=O)=O,55.9701656125,nan
136-64-1,NNC(=O)c1ccc(cc1)C(=O)NN,32.5854378671,nan
2976-75-2,OC(=O)COc1cccc2ccccc12,70.3020646441,nan
13050-47-0,Cc1cccc(c1)C(=O)NN,36.0983906373,nan
38559-92-1,OC(=O)COc1ccc(OCc2ccccc2)cc1,61.7106531222,nan
86-26-0,COc1ccccc1c2ccccc2,55.2039967497,nan
2896-70-0,CC1(C)CC(=O)CC(C)(C)N1[O],4.4507114403,nan
2088-24-6,COc1cccc(OCC(O)=O)c1,56.5166818486,nan
1643-16-9,CC(C)c1ccc(OCC(O)=O)cc1,49.4738079169,nan
24431-27-4,CCc1ccc(OCC(O)=O)cc1,53.968368684,nan
15001-27-1,COc1ccc(\C=C\C(C)=O)cc1OC,46.6590625399,nan
815-57-6,CC(C(C)=O)C(C)=O,18.0538492335,nan
16323-43-6,OC(=O)/C=C/c1ccc(\C=C\C(O)=O)cc1,70.5492318644,nan
1136-45-4,Cc1onc(c2ccccc2)c1C(O)=O,62.1796526588,nan
2932-65-2,CCCc1ccc(cc1)C(C)=O,46.0140988106,nan
506-24-1,CCCCCCCCC#CCCCCCCCC(O)=O,40.4776529779,nan
13334-49-1,Cc1ccc(OCC(O)=O)c(C)c1,53.3943858008,nan
643-58-3,Cc1ccccc1c2ccccc2,48.1031004393,nan
101-70-2,COc1ccc(Nc2ccc(OC)cc2)cc1,42.1807558293,nan
2346-00-1,CC1=NCCS1,20.7019832881,nan
140-40-9,CC(=O)Nc1sc(cn1)[N+]([O-])=O,48.4430690608,nan
35308-00-0,COc1cccc2C(=O)c3ccccc3Nc12,64.9605494257,nan
961-38-6,CC(C)(C)c1cc(c(N)c(c1)C(C)(C)C)C(C)(C)C,43.1243381339,nan
34352-74-4,CC(C)(O)c1ccc(cc1)c2ccccc2,48.1077610312,nan
555-15-7,O/N=C/c1oc(cc1)[N+]([O-])=O,62.1727050975,nan
3187-19-7,COc1cc(O)c(C(O)=O)c(OC)c1,61.5115445428,nan
612-40-8,OC(=O)/C=C/c1ccccc1C(O)=O,68.2388986843,nan
3088-41-3,N#CCC[NH+]1CCCCC1,6.1908057737,nan
765-13-9,CCCCCCCCCCCCCC#C,31.1951834847,nan
613-80-9,O(c1ccc2ccccc2c1)c3ccc4ccccc4c3,67.9765817594,nan
4521-33-9,[O-][N+](=O)c1sc(C=O)cc1,87.404585085,nan
2305-79-5,C1CCc2cn[nH]c2C1,31.5529340381,nan
20120-21-2,CCOC(=O)CCN(C)C,-18.7465222907,nan
38291-82-6,CCCCC(=O)NN,3.7154746495,nan
1159-86-0,O=C(c1ccccc1)c2ccccc2C(=O)c3ccccc3,66.3963876086,nan
53957-33-8,Cc1ccc(C)c(CO)c1,38.0004730885,nan
540-08-9,CCCCCCCCC(=O)CCCCCCCC,30.5693936053,nan
2046-18-6,N#CCCCc1ccccc1,39.8560347975,nan
5429-56-1,CC(=O)NC(=C)C(O)=O,18.8269050207,nan
260-94-6,c1ccc2nc3ccccc3cc2c1,47.9909758132,nan
877-22-5,COc1cccc(C(O)=O)c1O,67.0297594349,nan
4433-40-3,OCC1=CNC(=O)NC1=O,17.9638857015,nan
466-37-5,O=C(c1ccccc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,58.7318096616,nan
33130-03-9,COc1ccc(\C=C\C([O-])=O)c(OC)c1OC,59.3207093877,nan
20120-24-5,CCOC(=O)CCN1CCOCC1,-3.7118296105,nan
29134-29-0,N#CCN1CCCC1,-1.3275499342,nan
4412-96-8,Cc1ccoc1C(O)=O,63.6722957319,nan
4254-29-9,OC1Cc2ccccc2C1,46.4983724421,nan
625-69-4,CC(O)CC(C)O,0.5824424071,nan
14300-33-5,OC(C1CC1)C2CC2,23.5885898425,nan
5411-14-3,OC(=O)COc1ccccc1OCC(O)=O,65.7413296781,nan
40353-34-2,[O-][N+](=O)c1ccc2CCCC(=O)c2c1,72.4004695482,nan
2873-90-7,CCN(CC)c1ccc(cc1)C#N,26.6385222598,nan
504-07-4,O=C1CCNC(=O)N1,-10.0819606454,nan
2198-54-1,CC(=O)Nc1ccc(C)c(C)c1,30.7995870674,nan
5779-94-2,Cc1ccc(C)c(C=O)c1,51.2361266198,nan
1653-31-2,CCCCCCCCCCCC(C)O,26.4394177765,nan
16213-85-7,Cc1ccc(C)c(CC#N)c1,44.6298573548,nan
836-41-9,COc1ccc(cc1)C=Nc2ccccc2,46.2241072347,nan
4170-90-5,Cc1cc(C)c(CO)c(C)c1,36.3105964746,nan
65802-56-4,O.NC1=CC(=O)NC(=S)N1,7.582903105,nan
696-04-8,CC1CNC(=O)NC1=O,-6.0341014321,nan
1674-38-0,CCCCCCCCCCCC(=O)c1ccccc1,48.4549415094,nan
10354-00-4,OC1c2ccccc2C=Cc3ccccc13,65.2302991591,nan
623-76-7,CCNC(=O)NCC,-38.7643162143,nan
532-54-7,O/N=C/C(=O)c1ccccc1,50.0821054941,nan
3937-96-0,Cc1ccc(cc1)[S](=O)(=O)CC(O)=O,71.3628546749,nan
4433-30-1,CCCCCCCCCCC(=O)c1ccccc1,48.6279733488,nan
14107-97-2,COc1cc(OC)c(C)c(OC)c1,30.0898551517,nan
2615-15-8,OCCOCCOCCOCCOCCOCCO,15.892190761,nan
3481-02-5,O=C(C1CC1)c2ccccc2,55.564538181,nan
25343-91-3,CN1CC[S](=O)(=O)CC1,-8.3111616588,nan
670-95-1,[nH]1cncc1c2ccccc2,35.0508174551,nan
2434-49-3,CC1CC(=O)NC(=O)N1,-5.8253929672,nan
14392-69-9,CCCCCCCCC(=O)c1ccc(O)cc1,50.8211334672,nan
617-73-2,CCCCCCC(O)C(O)=O,40.1065105732,nan
13679-75-9,CCC(=O)c1sccc1,56.0981480248,nan
3943-77-9,CCOC(=O)c1ccc(OC)c(OC)c1,47.6942309412,nan
16798-45-1,CCOC(=O)C(C(=O)Nc1ccccc1)C(=O)OCC,47.8982907049,nan
40637-56-7,COC(=O)C(CC=C)C(=O)OC,39.306120022,nan
122-07-6,CNCC(OC)OC,-26.7970560931,nan
3247-00-5,Cc1ccc(cc1)C(O)(c2ccc(C)cc2)c3ccc(C)cc3,51.967884031,nan
529-35-1,Oc1cccc2CCCCc12,46.8046718871,nan
2700-22-3,N#CC(=Cc1ccccc1)C#N,42.7396223853,nan
20323-74-4,CCOC(=O)c1cc(OC)c(OC)cc1N,44.8926950311,nan
26186-02-7,CCCCCCCCCCCC#C,30.3909261508,nan
765-10-6,CCCCCCCCCCCCC#C,30.8843327301,nan
3289-28-9,CCOC(=O)C1CCCCC1,24.5750106689,nan
55314-57-3,CCOC(=O)C#CCC,31.8533583868,nan
3095-38-3,Cc1cc(cc(C)c1[N+]([O-])=O)C(O)=O,67.4919418441,nan
4909-78-8,C[NH+](C)C(OCC(C)(C)C)OCC(C)(C)C,-21.3113289178,nan
16930-95-3,CCCCC#CC(=O)OCC,35.9817413578,nan
6118-51-0,O=C1OC(=O)C2C3OC(C=C3)C12,72.3790114132,nan
33499-42-2,CCOC(=O)c1ccc(C)cc1C,46.5555656957,nan
93-68-5,CC(=O)CC(=O)Nc1ccccc1C,35.5816412757,nan
55620-18-3,CC(=O)Oc1ccccc1\C=C\C(O)=O,63.388430162,nan
592-31-4,CCCCNC(N)=O,-12.2883494986,nan
1539-04-4,O=C(Oc1ccccc1)c2ccc(cc2)C(=O)Oc3ccccc3,66.0906737601,nan
2243-98-3,CCCCCCCCCC#C,29.2661094989,nan
21239-29-2,CCOC(=O)c1cc(C)cc(C)c1,47.2179741222,nan
16308-92-2,Cc1ccc(CO)c(C)c1,38.357062014,nan
10203-32-4,CCCCCCCCC(O)CCC,21.671530402,nan
29745-04-8,O=C1OC(=O)C2C3CCC(O3)C12,64.5832211955,nan
1570-45-2,CCOC(=O)c1ccncc1,39.0031112402,nan
597-49-9,CCC(O)(CC)CC,-3.4863716491,nan
6303-75-9,CCCCCc1cnccn1,14.2604141425,nan
1551-27-5,CCCc1sccc1,44.0660058314,nan
35120-10-6,CSCC#N,16.9586158164,nan
119-79-9,Nc1cccc2cc(ccc12)[S](O)(=O)=O,87.7340700681,nan
4653-08-1,OC(=O)CCC(=O)c1sccc1,64.1615242115,nan
640-57-3,Cc1ccc(cc1)[S](=O)(=O)c2ccccc2,65.3814717888,nan
15205-66-0,C[S](=O)(=O)CCO,34.75273643,nan
2581-34-2,Cc1cc(O)ccc1[N+]([O-])=O,58.4400738336,nan
2217-02-9,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,10.6926805975,nan
614-18-6,CCOC(=O)c1cccnc1,39.8374882513,nan
4917-76-4,OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O,65.0887832413,nan
1746-13-0,C=CCOc1ccccc1,41.2463421403,nan
117-79-3,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,76.6141580216,nan
22252-43-3,CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,35.0366964637,nan
5000-46-4,CC(=O)C[S](C)(=O)=O,38.4151020446,nan
1591-30-6,N#Cc1ccc(cc1)c2ccc(cc2)C#N,50.2513752428,nan
3019-25-8,CC(=O)C1CCC1,28.1074447296,nan
4920-80-3,COc1cccc(C(O)=O)c1[N+]([O-])=O,75.7130981486,nan
22424-58-4,Cc1cc(OCc2ccccc2)ccc1[N+]([O-])=O,61.0063494011,nan
