Filename,Identifier,IE_krr,IE_exp
530-75-6,CC(=O)Oc1ccccc1C(=O)Oc2ccccc2C(O)=O,71.8504867718,nan
590-01-2,CCCCOC(=O)CC,18.1477988775,nan
763-69-9,CCOCCC(=O)OCC,18.1045044439,nan
22398-14-7,COC=C(C(=O)OC)C(=O)OC,49.8887609095,nan
924-99-2,CCOC(=O)\C=C/N(C)C,-12.8684620395,nan
10601-80-6,CCOC(CC(=O)OCC)OCC,18.7152930347,nan
17407-55-5,CC(C)[C@H](O)C([O-])=O,35.8351211787,nan
575-44-0,Oc1ccc2c(O)cccc2c1,58.5409857699,nan
1504-58-1,OCC#Cc1ccccc1,50.5315604401,nan
2449-05-0,O=C(OCc1ccccc1)N=NC(=O)OCc2ccccc2,57.8178439505,nan
112-80-1,CCCCCCCC/C=C/CCCCCCCC(O)=O,39.2461865133,nan
1120-73-6,CC1=CCCC1=O,32.8818657176,nan
20126-76-5,CC(C)[C@@]1(O)CCC(=CC1)C,10.7317233924,nan
7000-27-3,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,34.4439841831,nan
7512-17-6,CC(=O)NC1C(O)OC(CO)C(O)C1O,19.9137167858,nan
498-07-7,OC1C(O)C2COC(O2)C1O,44.9399090121,nan
775-16-6,O=C1CC[NH+](C1)Cc2ccccc2,15.1891580858,nan
90-80-2,OCC1OC(=O)C(O)C(O)C1O,43.1948512662,nan
2234-20-0,Cc1ccc(C=C)c(C)c1,45.5502881349,nan
618-83-7,OC(=O)c1cc(O)cc(c1)C(O)=O,67.2543606857,nan
1571-72-8,Nc1cc(ccc1O)C(O)=O,52.8067305511,nan
90-46-0,OC1c2ccccc2Oc3ccccc13,61.3572891439,nan
6126-22-3,NC1=NNC(=O)C1,0.460947086,nan
6289-46-9,COC(=O)C1CC(=O)C(CC1=O)C(=O)OC,52.687380874,nan
530-91-6,OC1CCc2ccccc2C1,46.4073852272,nan
1913-72-0,Cc1cc(C)c2C(=O)N=CNc2n1,32.2637017121,nan
4432-31-9,O[S](=O)(=O)CCN1CCOCC1,12.349773576,nan
19444-84-9,OC1CCOC1=O,38.7479949769,nan
123-63-7,CC1OC(C)OC(C)O1,23.1832982279,nan
139-45-7,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,31.4030816759,nan
54878-01-2,COC(=O)C[C@@H]1[C@H](CC(C)=O)C1(C)C,24.5555573628,nan
37052-78-1,COc1ccc2NC(=S)Nc2c1,48.837793652,nan
16338-48-0,N[C@@H](CC=C)C(O)=O,9.1208128339,nan
23239-35-2,C[C@](N)(Cc1ccccc1)C(O)=O,26.4042611517,nan
695-98-7,Cc1cnc(C)c(C)c1,33.7279582317,nan
15761-38-3,C[C@H](NC(=O)OC(C)(C)C)C([O-])=O,9.9919212286,nan
7536-58-5,CC(C)(C)OC(=O)NC(CC(=O)OCc1ccccc1)C(O)=O,37.9212412961,nan
17791-52-5,CC(C)(C)OC(=O)N[C@@H](Cc1[nH]cnc1)C([O-])=O,14.1154909994,nan
2488-15-5,CSCC[C@H](NC(=O)OC(C)(C)C)C([O-])=O,18.0228103788,nan
13734-34-4,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)=O,29.5495110892,nan
15761-39-4,CC(C)(C)OC(=O)N1CCCC1C(O)=O,5.0821104245,nan
3262-72-4,CC(C)(C)OC(=O)NC(CO)C(O)=O,9.8591808677,nan
13734-36-6,CN(CC([O-])=O)C(=O)OC(C)(C)C,-0.4168520461,nan
13139-14-5,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,38.9873107176,nan
3978-80-1,CC(C)(C)OC(=O)NC(Cc1ccc(O)cc1)C(O)=O,29.9618405295,nan
13734-41-3,CC(C)C(NC(=O)OC(C)(C)C)C(O)=O,8.6146271106,nan
7764-95-6,C[C@@H](NC(=O)OC(C)(C)C)C([O-])=O,10.7197935216,nan
18942-49-9,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C([O-])=O,34.0686571744,nan
6872-06-6,CC1Cc2ccccc2N1,35.9022009113,nan
1149-26-4,CC(C)[C@@H](NC(=O)OCc1ccccc1)C([O-])=O,41.7272060311,nan
1161-13-3,OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2,49.8543840854,nan
43182-10-1,Nc1nc2ccccc2n1Cc3ccccc3,38.447165872,nan
611-64-3,Cc1c2ccccc2nc3ccccc13,48.8024380754,nan
1849-01-0,CN1C(=O)Nc2ccccc12,21.9135759297,nan
1975-52-6,Cc1ccc(cc1C([O-])=O)[N+]([O-])=O,78.7963080166,nan
131-17-9,C=CCOC(=O)c1ccccc1C(=O)OCC=C,59.7781358585,nan
69556-70-3,COC1=CC(=O)OC1,51.1660635701,nan
72748-99-3,COC[C@H]1CCC[NH+]1[NH3+],-29.9404151458,nan
41775-76-2,C1COCCOCCOCC[NH2+]1,-8.8439105961,nan
39557-71-6,C=Cc1ccc2OCCOCCOCCOCCOCCOc2c1,42.32050427,nan
105786-40-1,NC(=O)[C@H]1[C@@H]([NH3+])[C@@H]2C[C@H]1C=C2,24.8929671683,nan
4602-73-7,COc1cc2CCN=Cc2cc1O,37.9062199614,nan
4602-83-9,OC1=CC2=CNCCC2=CC1=O,41.7250106732,nan
10312-55-7,Nc1cc(ccc1C([O-])=O)C([O-])=O,85.4703093136,nan
552-16-9,OC(=O)c1ccccc1[N+]([O-])=O,72.4614502403,nan
1113-21-9,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)(O)C=C,18.582580723,nan
3027-38-1,[O-][N+](=O)c1cc2cccc3C(=O)OC(=O)c(c1)c23,93.3972865845,nan
30652-11-0,CN1C=CC(=O)C(=C1C)O,15.4771604058,nan
1671-75-6,CCCCCCC(=O)c1ccccc1,49.5427402753,nan
1674-37-9,CCCCCCCC(=O)c1ccccc1,49.3285271484,nan
52340-78-0,O[C@@H]([C@H](O)c1ccccc1)c2ccccc2,51.5491014706,nan
529-23-7,Nc1ccccc1C=O,53.9776256739,nan
565-71-9,NCC(O)C(O)=O,7.3177657655,nan
259-79-0,c1ccc2c(c1)c3ccccc23,52.6804719662,nan
103-26-4,COC(=O)\C=C\c1ccccc1,59.5458488534,nan
831-61-8,CCOC(=O)c1cc(O)c(O)c(O)c1,57.6397286623,nan
16820-18-1,C[C@]([NH3+])(CO)C([O-])=O,-0.4675145879,nan
595-40-4,CCC(C)(N)C(O)=O,-8.5129130877,nan
118758-48-8,[O-]C(=O)[C@H]1[NH2+]CC[C@H]1c2ccccc2,35.9134121587,nan
10512-89-7,C[C@H]1CC[NH2+][C@@H]1C([O-])=O,4.108547928,nan
3227-17-6,C[C@]([NH3+])(CC([O-])=O)C([O-])=O,27.2979894862,nan
14603-76-0,C[C@@]([NH3+])(CC([O-])=O)C([O-])=O,27.2539685779,nan
112068-01-6,OC([C@@H]1CCC[NH2+]1)(c2ccccc2)c3ccccc3,32.0866522669,nan
15788-16-6,[O-]C(=O)c1ccc2nc[nH]c2c1,64.2556653568,nan
5466-77-3,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,42.0428699792,nan
23074-59-1,CC(C)COC1=CC(=O)CCC1,24.5199802701,nan
1633-22-3,C1Cc2ccc(CCc3ccc1cc3)cc2,48.3048609754,nan
636-82-8,OC(=O)C1=CCCCC1,36.67045056,nan
1625-91-8,CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C,49.4855274021,nan
7507-68-8,CCOC(=O)C1(C)CCCC(C)(C)C1=O,23.9876857253,nan
7534-94-3,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,22.9690703782,nan
205692-63-3,[O-]C(=O)c1cnc(cn1)C([O-])=O,66.6260465203,nan
5436-21-5,COC(CC(C)=O)OC,10.3804261099,nan
7149-18-0,CCOC(=O)C1=C(N)CCC1,29.2467499795,nan
159660-85-2,COC(=O)[C@H]1C[NH+](CCC1=N)Cc2ccccc2,23.2904615257,nan
3435-51-6,C=Cc1ccc(cc1)C#N,44.72398314,nan
10531-80-3,Cc1ccc2ncoc2c1,47.7348453899,nan
4437-51-8,CCC(=O)C(=O)CC,26.6110603753,nan
93621-94-4,COC[C@@H]1CC[C@@H](COC)[NH2+]1,-9.8374827806,nan
489-01-0,COc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,17.4604997705,nan
94594-90-8,CC1(C)C2CCC1C3N[S](=O)(=O)CC23,27.7572055458,nan
29684-56-8,CC[N+](CC)(CC)[S]([O-])(=O)=NC(=O)OC,-7.7042055175,nan
104322-63-6,CC1(C)[C@H]2CC[C@@]13C[S](=O)(=O)N4O[C@@]34C2,44.1058839844,nan
4048-33-3,NCCCCCCO,5.4428783439,nan
81172-89-6,CCOC(OCC)c1ccc(C=O)cc1,45.291875058,nan
4363-93-3,O=Cc1ccnc2ccccc12,59.5922870566,nan
1075-49-6,OC(=O)c1ccc(C=C)cc1,62.6953556173,nan
4133-34-0,COc1ccc2CCC(=O)Cc2c1,53.8801854109,nan
6089-04-9,C#CCOC1CCCCO1,30.0897028554,nan
2040-04-2,COc1cccc(OC)c1C(C)=O,47.5879385098,nan
91-62-3,Cc1ccc2ncccc2c1,43.0691692693,nan
28128-40-7,NC1=NC(=O)C2=C(N1)NC(=S)N2,25.6410461811,nan
4122-04-7,Nc1ncncn1,3.6744767134,nan
1904-98-9,Nc1nc(N)c2[nH]cnc2n1.O[S](O)(=O)=O,45.015410987,nan
675-09-2,CC1=CC(=CC(=O)O1)C,50.0359323883,nan
1128-54-7,Cc1ccn(n1)c2ccccc2,29.0135000306,nan
79-92-5,CC1(C)C2CCC(C2)C1=C,44.9348307548,nan
1945-84-2,C#Cc1ccccn1,28.514464055,nan
627-27-0,OCCC=C,4.9195292252,nan
585-88-6,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,37.8854342109,nan
26033-20-5,O=Cc1cn[nH]c1c2ccccc2,54.0922440184,nan
2458-26-6,[nH]1nccc1c2ccccc2,38.9381615384,nan
3144-09-0,C[S](N)(=O)=O,28.0977066701,nan
98-51-1,Cc1ccc(cc1)C(C)(C)C,44.4433295186,nan
136-60-7,CCCCOC(=O)c1ccccc1,49.0701687926,nan
115314-17-5,[O-][N+](=O)c1cccc(c1)[S](=O)(=O)OC[C@H]2CO2,80.4188981492,nan
115314-14-2,[O-][N+](=O)c1cccc(c1)[S](=O)(=O)OC[C@@H]2CO2,80.4077700222,nan
17553-86-5,C[C@]12CCC(=O)C=C1CCC2=O,44.6186735467,nan
37687-24-4,CCOC(=O)c1[nH]nc(c1)C(=O)OCC,41.751203299,nan
619-21-6,OC(=O)c1cccc(C=O)c1,71.1993097716,nan
928-90-5,OCCCCC#C,25.5316919636,nan
3320-86-3,[O-][N+](=O)c1ccccc1N=C=O,63.8727912815,nan
3029-79-6,Cc1cccc(\C=C\C([O-])=O)c1,67.8013908562,nan
27532-96-3,CC(C)(C)OC(=O)C[NH3+],-11.3477532252,nan
150884-56-3,CC(C)(C)OC(=O)N1O[C@H]1c2ccc(cc2)C#N,43.661665631,nan
14901-07-6,CC(=O)/C=C/C1=C(C)CCCC1(C)C,28.3114960758,nan
136030-00-7,[NH3+][C@H]1[C@@H](O)Cc2ccccc12,34.8614872242,nan
1119-72-8,OC(=O)\C=C\C=C\C(O)=O,68.9907352344,nan
20859-02-3,CC(C)(C)C(N)C(O)=O,-7.8080950192,nan
95530-58-8,CC(C)[C@@H]1COC(=O)N1,5.8573086284,nan
17016-83-0,CC(C)[C@H]1COC(=O)N1,7.2946273747,nan
612-96-4,c1ccc(cc1)c2ccc3ccccc3n2,46.6789248842,nan
2802-08-6,CN(C)/C=C/C(C)=O,-25.0803259855,nan
3913-81-3,CCCCCCC\C=C\C=O,30.8989080772,nan
6728-31-0,CC/C=C/CCC=O,24.5889814392,nan
18829-56-6,CCCCCC\C=C\C=O,36.393614873,nan
5362-56-1,CC(C)\C=C/C=O,19.7005325331,nan
17575-15-4,COc1ccc2C(=O)C=C(O)Oc2c1,68.2261829952,nan
932-30-9,NCc1ccccc1O,25.5543109764,nan
2472-22-2,COc1ccc2CC(=O)CCc2c1,52.2354988086,nan
2280-27-5,CC(C)(O)[C@H](N)C(O)=O,-2.9938380196,nan
2999-46-4,CCOC(=O)C[N+]#[C-],14.9435665507,nan
136315-70-3,CC(C)(C)OC(=O)N[C@H]1CCC[C@H]1C([O-])=O,19.2795449411,nan
96-97-9,OC(=O)c1cc(ccc1O)[N+]([O-])=O,78.8951852317,nan
4388-22-1,O=[S](=O)(S[S](=O)(=O)c1ccccc1)c2ccccc2,83.0473740936,nan
1792-81-0,OC1CCCCC1O,14.8123780634,nan
22059-21-8,NC1(CC1)C(O)=O,12.5175996528,nan
15871-57-5,CC1(C)CC(N)(CC(C)(C)N1[O])C(O)=O,1.0384360155,nan
41220-48-8,[O-]C(=O)[C@H]1Cc2ccccc2C[NH2+]1,39.8323819615,nan
41530-32-9,CO/C=C/C=C(C(=O)OC)C(=O)OC,54.0278549909,nan
1207-12-1,Cc1ccc2sc3cccc(C)c3c2c1,58.8236566897,nan
2861-28-1,OC(=O)Cc1ccc2OCOc2c1,68.5718051869,nan
938-96-5,C[C@H](C([O-])=O)c1ccc(O)cc1,56.3376293026,nan
463-40-1,CC/C=C/C/C=C/C/C=C/CCCCCCCC(O)=O,39.9417873911,nan
530-93-8,O=C1CCc2ccccc2C1,54.5672398254,nan
488-82-4,OCC(O)C(O)C(O)CO,21.4706693421,nan
92-61-5,COc1cc2C=CC(=O)Oc2cc1O,67.091022839,nan
442-51-3,COc1ccc2c([nH]c3c(C)nccc23)c1,46.0916252789,nan
7531-52-4,NC(=O)[C@@H]1CCC[NH2+]1,-22.5346030987,nan
2133-40-6,COC(=O)[C@@H]1CCC[NH2+]1,-8.1242625932,nan
2492-87-7,OC[C@H]1O[C@@H](Oc2ccc(cc2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O,56.709748514,nan
17342-08-4,OC[C@@H]1CCC(=O)N1,0.8386382578,nan
26690-80-2,CC(C)(C)OC(=O)NCCO,-11.5241755085,nan
13726-67-5,CC(C)(C)OC(=O)NC(CC(O)=O)C(O)=O,19.5054725726,nan
56-87-1,NCCCCC(N)C(O)=O,3.8716362979,nan
611-32-5,Cc1cccc2cccnc12,43.5353185655,nan
99395-88-7,O=C1N[C@H](CO1)c2ccccc2,44.9074876353,nan
112-61-8,CCCCCCCCCCCCCCCCCC(=O)OC,37.5221990711,nan
91-00-9,NC(c1ccccc1)c2ccccc2,40.8963455598,nan
15872-43-2,CCCCCCCCCOc1ccc(cc1)C(O)=O,52.3630631418,nan
550-44-7,CN1C(=O)c2ccccc2C1=O,45.5862279609,nan
608-43-5,Cc1c(C)c(O)ccc1O,35.4945901021,nan
2164-83-2,OC1=C(C(=O)NC=N1)[N+]([O-])=O,46.1394311217,nan
5813-89-8,NC(=O)c1sccc1,57.7183878146,nan
787-69-9,CC(=O)c1ccc(cc1)c2ccc(cc2)C(C)=O,63.7365889599,nan
7357-70-2,NC(=S)CC#N,20.7906550338,nan
13623-94-4,CSC(SC)=C[N+]([O-])=O,41.773134839,nan
3392-97-0,COc1cccc(OC)c1C=O,54.7298718648,nan
14678-02-5,Cc1cc(N)on1,9.9302347434,nan
2438-05-3,CCCc1ccc(cc1)C([O-])=O,62.8637187878,nan
118427-29-5,CC(C)c1ccc(NN)cc1,36.4208288375,nan
18800-53-8,Cc1ccc([S-])cc1C,56.033339179,nan
14918-21-9,C#CCCCC#N,23.1530864471,nan
771-50-6,OC(=O)c1c[nH]c2ccccc12,59.2922581993,nan
3222-47-7,Cc1ccc(cn1)C([O-])=O,56.4394700614,nan
60-82-2,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,58.0689082553,nan
3406-02-8,O=[S](=O)(C[S](=O)(=O)c1ccccc1)c2ccccc2,77.9208842819,nan
2430-16-2,OCCCCCCc1ccccc1,35.5536796234,nan
3513-81-3,OCC(=C)CO,1.8071721838,nan
943-27-1,CC(=O)c1ccc(cc1)C(C)(C)C,35.7597834565,nan
17347-61-4,CC1(C)CC(=O)OC1=O,36.5925748631,nan
1551-06-0,CCc1[nH]ccc1,19.1574846645,nan
1074-98-2,Cc1c[n+]([O-])ccc1[N+]([O-])=O,46.4690436102,nan
5072-26-4,CCCC[S](=N)(=O)CCC(N)C(O)=O,17.5628995283,nan
643-93-6,Cc1cccc(c1)c2ccccc2,48.9779059223,nan
99-20-7,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,40.9199763608,nan
13433-09-5,[NH3+][C@@H](CC([O-])=O)C(=O)N[C@@H](Cc1ccccc1)C([O-])=O,41.9409156817,nan
946-80-5,C(Oc1ccccc1)c2ccccc2,52.2411656567,nan
5057-98-7,OC1CCCC1O,12.6144702859,nan
394-31-0,Nc1ccc(O)cc1C(O)=O,54.8284897221,nan
3251-56-7,COc1cc(ccc1O)[N+]([O-])=O,60.0069609586,nan
36122-35-7,O=C1OC(=O)C(=C1)c2ccccc2,78.0225090578,nan
1191-62-4,SCCCCCCCCS,49.3338211942,nan
112-14-1,CCCCCCCCOC(C)=O,24.8484713147,nan
23138-64-9,CC(=O)c1cccc(c1)N=C=O,56.7584208902,nan
4461-33-0,O=C=NC(=O)c1ccccc1,58.7259158009,nan
19617-43-7,CCOC(=O)N=C=O,37.3676918297,nan
4411-25-0,O=C=NC12CC3CC(CC(C3)C1)C2,27.1717851735,nan
622-08-2,OCCOCc1ccccc1,38.3033673202,nan
1824-94-8,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,32.9302438379,nan
85618-21-9,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,33.6543230513,nan
126456-43-7,[NH3+][C@@H]1[C@H](O)Cc2ccccc12,34.7467239993,nan
5100-34-5,CCOC(=O)CCN=C=O,18.4937124663,nan
56651-60-6,COc1ccc(CN=C=O)cc1,41.8290398644,nan
1073-13-8,CC1(C)CCC(=O)C=C1,23.0430307988,nan
6635-86-5,Cc1cc[nH+]c(N)c1[N+]([O-])=O,32.0580997764,nan
21901-40-6,Cc1cc(N)[nH+]cc1[N+]([O-])=O,32.6829730302,nan
21901-41-7,CC1=CC(=O)NC=C1[N+]([O-])=O,44.5022224032,nan
21901-18-8,CC1=C(C(=O)NC=C1)[N+]([O-])=O,45.7730319774,nan
16982-21-1,CCOC(=O)C(N)=S,38.0926366283,nan
7275-43-6,[O-]N1C=CC=C\C1=C2/C=CC=C[N+]2=O,46.1041782717,nan
625-82-1,Cc1[nH]cc(C)c1,22.8433939833,nan
4045-44-7,CC1C(=C(C)C(=C1C)C)C,47.5115942767,nan
1139-30-6,CC1(C)CC2C1CCC3(C)OC3CCC2=C,20.6777046312,nan
92-50-2,CCN(CCO)c1ccccc1,3.8346615698,nan
105-50-0,CCOC(=O)CC(=O)CC(=O)OCC,37.3675036055,nan
3943-89-3,CCOC(=O)c1ccc(O)c(O)c1,54.9681253309,nan
609-14-3,CCOC(=O)C(C)C(C)=O,23.2426759075,nan
2069-71-8,CN(C)c1ccc(c(N)c1)[N+]([O-])=O,14.54612657,nan
123808-97-9,CC(C)[C@@H]1CO[C@@]2(C)CCC(=O)N12,7.9846032251,nan
486-66-8,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,63.2544037798,nan
5963-14-4,CC(C)CCCCCCC([O-])=O,33.4227646172,nan
21293-29-8,CC(/C=C/[C@@]1(O)C(=CC(=O)CC1(C)C)C)=C/C(O)=O,37.8234150428,nan
618-40-6,CN(N)c1ccccc1,25.6951234256,nan
2446-83-5,CC(C)OC(=O)N=NC(=O)OC(C)C,17.234191237,nan
959-33-1,COc1ccc(/C=C/C(=O)c2ccccc2)cc1,61.9209658533,nan
73463-39-5,O[C@@H](C[NH2+]C1CCCCC1)C[S]([O-])(=O)=O,27.0741765012,nan
145224-94-8,[O-][S](=O)(=O)CC[NH+]1CCOCC1,18.4686891819,nan
29915-38-6,OCC(CO)(CO)NCCC[S](O)(=O)=O,18.6716578237,nan
68399-81-5,OCC(CO)(CO)NCC(O)C[S](O)(=O)=O,23.7044231569,nan
446-72-0,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,63.1506435347,nan
10083-24-6,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,58.0204823025,nan
146724-94-9,[NH3+]CCN(CC[NH3+])N(O)N=O,-43.3032166545,nan
53308-83-1,CN=C(N)NCCC[C@H](N)C(O)=O.CC(O)=O,-12.0539517782,nan
41443-28-1,O=C1ON=C2C=Nc3ccccc3N12,50.4071526866,nan
6384-92-5,C[NH2+][C@H](CC([O-])=O)C([O-])=O,20.357438072,nan
21829-25-4,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OC)C,60.318325325,nan
107559-02-4,Cc1sc2cc(ccc2n1)c3ccccc3,52.2353627142,nan
506-12-7,CCCCCCCCCCCCCCCCC(O)=O,38.2317852202,nan
524-38-9,ON1C(=O)c2ccccc2C1=O,64.8982962456,nan
16806-93-2,O=C1CCCc2occc12,55.2018138402,nan
4265-16-1,O=Cc1oc2ccccc2c1,68.4170463627,nan
79099-07-3,CC(C)(C)OC(=O)N1CCC(=O)CC1,-0.0590272847,nan
6175-49-1,CCCCCCCCCCC(C)=O,30.3692353085,nan
5390-04-5,OCCCC#C,21.8529332159,nan
3162-29-6,CC(=O)c1ccc2OCOc2c1,66.9112445382,nan
6908-41-4,COC(=O)c1ccc(CO)cc1,56.123366382,nan
3694-52-8,Nc1cccc(c1N)[N+]([O-])=O,42.0724693268,nan
1129-30-2,CC(=O)c1cccc(n1)C(C)=O,46.1166079592,nan
530-55-2,COC1=CC(=O)C=C(OC)C1=O,57.2075924616,nan
705-15-7,COc1ccc(O)c(c1)C(C)=O,49.0047641685,nan
77301-42-9,COc1ccc2cc(ccc2c1)[C@@H](C)O,57.7591056453,nan
123-78-4,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,30.6255892967,nan
4942-47-6,[O-]C(=O)CC12CC3CC(CC(C3)C1)C2,41.363845092,nan
778-82-5,CCOC(=O)Cc1c[nH]c2ccccc12,48.4770355357,nan
1120-06-5,CCCCCCCCC(C)O,22.2026227127,nan
41918-08-5,CCOC(=O)[C@H](C)OC,16.2358109041,nan
116422-39-0,CO[C@@H](C)CO,-1.7010182524,nan
82717-96-2,CCOC(=O)[C@@H](CCc1ccccc1)[NH2+][C@@H](C)C([O-])=O,33.3132732003,nan
121-39-1,CCOC(=O)C1OC1c2ccccc2,53.3716092489,nan
57124-87-5,CC1OCCC1S,26.8072083364,nan
51146-56-6,CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,40.3956947864,nan
66673-40-3,OC[C@H]1CCC(=O)N1,-2.5178374773,nan
16523-31-2,Nc1cc(N)c(O)cc1O,24.013923695,nan
58438-03-2,N[C@@H](Cc1ccc2ccccc2c1)C(O)=O,54.4060630982,nan
39830-66-5,COC(=O)c1cccc2[nH]ccc12,58.2632562684,nan
13623-25-1,COc1ccc2CCC(=O)c2c1,55.8887661938,nan
51-03-6,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,41.281694886,nan
1128-00-3,CCOC(=O)C1=C(N)CCCC1,21.8288418324,nan
63216-49-9,CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1C([O-])=O,19.7444917366,nan
98569-12-1,CC(C)(C)OC(=O)N[C@@]1(CCc2ccccc2C1)C([O-])=O,39.9947484287,nan
105400-81-5,[O-]C(=O)C[C@@H]1[NH2+]CCc2ccccc12,40.4026733541,nan
142547-16-8,CCOC(=O)[C@@H]1CC=CC[C@H]1[NH3+],14.9778477076,nan
135053-11-1,NC(=O)[C@@H]1CCC[C@@H]1[NH3+],-3.0188176442,nan
4891-38-7,COC(=O)C#Cc1ccccc1,64.3003682953,nan
47173-80-8,CC(C)(C)OC(=O)N[C@H](COCc1ccccc1)C([O-])=O,36.6080196689,nan
4998-07-6,COc1cc(C([O-])=O)c(cc1OC)[N+]([O-])=O,73.0795002983,nan
18881-17-9,OC[C@@H]1Cc2ccccc2C[NH2+]1,24.8619247601,nan
2964-48-9,[NH3+][C@@H](CO)[C@@H](O)c1ccc(cc1)[N+]([O-])=O,39.1061209225,nan
112-85-6,CCCCCCCCCCCCCCCCCCCCCC(O)=O,38.7390852798,nan
1125-99-1,C1CCC(=CC1)N2CCCC2,22.5102365075,nan
122-03-2,CC(C)c1ccc(C=O)cc1,47.7489282224,nan
17534-15-5,[S-]c1ccccc1[S-],62.9715219035,nan
1882-69-5,COc1ccc(c(c1)C([O-])=O)[N+]([O-])=O,79.49176295,nan
2555-49-9,CCOC(=O)COc1ccccc1,47.6606151233,nan
3121-70-8,CCCC(=O)Oc1cccc2ccccc12,58.4604770985,nan
538-74-9,C(SCc1ccccc1)c2ccccc2,47.2778885878,nan
5653-40-7,COc1cc(N)c(cc1OC)C(O)=O,51.9047962278,nan
19600-63-6,C=CCCCCC1CO1,23.4923819592,nan
610-81-1,Nc1ccc(O)cc1[N+]([O-])=O,55.0963683401,nan
56816-01-4,CCOC(=O)CC(C)O,17.2901443974,nan
137682-89-4,CCOC(=O)C1(O)CC1,31.3314082258,nan
589-35-5,CCC(C)CCO,1.6608051127,nan
22031-52-3,O=C1N[C@@H]2CCC[C@H]12,14.3232121781,nan
336185-29-6,CC(C)(C)[C@H]([NH3+])CC([O-])=O,-2.7139947474,nan
18278-34-7,COc1cc(O)ccc1C=O,56.1036349583,nan
4021-07-2,Cc1cccnc1C(O)=O,42.1132132043,nan
6283-74-5,CC(=O)OC1C(OC(C)=O)C(=O)OC1=O,69.3094241881,nan
3320-87-4,[O-][N+](=O)c1cccc(c1)N=C=O,62.1195728336,nan
10344-94-2,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C([O-])=O)Oc2ccc(cc2)[N+]([O-])=O,74.2261150302,nan
18997-57-4,CC1=CC(=O)Oc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,57.6155398191,nan
2591-17-5,OC(=O)[C@H]1CSC(/N1)=C2\SC3=CC(=O)C=CC3=N2,59.3825503336,nan
3396-99-4,COC1OC(CO)C(O)C(O)C1O,35.2081322795,nan
3767-28-0,OC[C@H]1O[C@H](Oc2ccc(cc2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O,55.1568947224,nan
38597-12-5,CC1=CC(=O)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12,64.7698608017,nan
6160-78-7,CC1=CC(=O)Oc2cc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)ccc12,62.4942146187,nan
6734-33-4,CC1=CC(=O)Oc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)ccc12,61.5496675662,nan
696-45-7,COc1cc(N)ncn1,-0.2753689145,nan
77943-39-6,CC1NC(=O)OC1c2ccccc2,38.5427719554,nan
32780-06-6,OCC1CCC(=O)O1,33.8453282687,nan
141993-16-0,CC(=O)N1[C@@H]2C[C@@H]3CC[C@@]2(C[S]1(=O)=O)C3(C)C,28.7367082607,nan
90719-29-2,C/C=C/C(=O)N1[C@H](COC1=O)C(C)C,19.2948140477,nan
204587-86-0,C[C@@H]([NH2+]CC=C)c1ccccc1,26.1255272668,nan
1145-01-3,[nH]1nc(cc1c2ccccc2)c3ccccc3,46.2984357604,nan
6765-39-5,CCCCCCCCCCCCCCCC=C,32.8710663482,nan
19812-93-2,Oc1ccc(cc1)c2ccc(cc2)C#N,62.9457618116,nan
623-39-2,COCC(O)CO,12.619573916,nan
80548-31-8,C[C@@H]([NH2+]CCO)c1ccccc1,14.4902201699,nan
